x1,x2,label
0.8399337121212122,1.6363636363636365,0
0.8703687564857986,1.3616352201257862,0
0.9528145695364238,1.5662251655629138,0
0.21701524084992768,1.5420792079207921,0
0.21701524084992768,1.5420792079207921,0
0.21701524084992768,1.5420792079207921,0
0.21701524084992768,1.5420792079207921,0
0.21701524084992768,1.5420792079207921,0
0.21701524084992768,1.5420792079207921,1
0.8399337121212122,1.6363636363636365,1
0.8658328145842596,1.5028901734104045,1
0.21701524084992768,1.5420792079207921,1
0.21701524084992768,1.5420792079207921,1
0.21701524084992768,1.5420792079207921,1
